"district","indicator","sex","age-group","marital-status","Unit","Date","Value"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","1980","83"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","1981","115"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","1982","25"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","1983","14"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","1984","24"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","1985","27"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","1986","33"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","1987","20"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","1988","128"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","1989","83"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","1990","98"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","1993","20"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","1995","394"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","1996","109"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","1997","58"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","1998","38"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","1999","36"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","2000","116"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","2001","87"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","2002","63"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","2003","41"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","2004","134"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","2006","218"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","2007","34"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","2008","69"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","2009","99"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","2010","111"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","2011","133"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","2012","63"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","2013","7"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","2014","182"
"Botswana","Pulses","Total number","totalnumber","Total","KG/HA","2015","35"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","1979","150"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","1980","200"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","1981","400"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","1982","350"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","1983","200"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","1984","200"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","1985","167"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","1986","211"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","1987","175"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","1988","200"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","1989","200"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","1990","300"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","1993","51"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","1995","197"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","1996","65"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","1997","147"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","1998","32"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","1999","69"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","2000","178"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","2001","156"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","2002","86"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","2003","24"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","2004","97"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","2006","313"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","2007","7"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","2008","158"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","2009","191"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","2010","180"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","2011","437"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","2012","165"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","2013","169"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","2014","263"
"Botswana","Sunflower","Total number","totalnumber","Total","KG/HA","2015","209"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","1979","50"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","1980","280"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","1981","400"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","1982","150"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","1983","800"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","1984","150"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","1985","400"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","1986","129"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","1987","33"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","1988","282"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","1989","232"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","1990","257"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","1993","90"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","1995","856"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","1996","240"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","1997","193"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","1998","10"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","1999","73"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","2000","146"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","2001","100"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","2002","64"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","2003","23"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","2004","250"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","2006","442"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","2007","25"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","2008","49"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","2009","447"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","2010","429"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","2011","334"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","2012","91"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","2013","71"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","2014","337"
"Botswana","Groundnuts","Total number","totalnumber","Total","KG/HA","2015","71"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","1979","5000"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","1980","29000"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","1981","28000"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","1982","4000"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","1983","5000"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","1984","6000"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","1985","15000"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","1986","16000"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","1987","18000"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","1988","94000"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","1989","53000"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","1990","38200"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","1993","10797"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","1995","113547"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","1996","59200"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","1997","13450"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","1998","3743"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","1999","6658"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","2000","12671"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","2001","1583"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","2002","15805"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","2003","23501"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","2004","6095"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","2006","12369"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","2007","11774"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","2008","23632"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","2009","29379"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","2010","31326"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","2011","32591"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","2012","24021"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","2013","10231"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","2014","14310"
"Botswana","Sorghum","Total number","totalnumber","Total","metric tonnes","2015","35508"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","1979","3000"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","1980","12000"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","1981","22000"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","1982","13000"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","1983","9000"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","1984","500"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","1985","1500"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","1986","3600"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","1987","3300"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","1988","7300"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","1989","20000"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","1990","12000"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","1993","2976"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","1995","18953"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","1996","24629"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","1997","22647"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","1998","2344"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","1999","3796"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","2000","19962"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","2001","4976"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","2002","16447"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","2003","1633"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","2004","4291"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","2006","14896"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","2007","2158"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","2008","8969"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","2009","19247"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","2010","16575"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","2011","29235"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","2012","7677"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","2013","3844"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","2014","28550"
"Botswana","Maize","Total number","totalnumber","Total","metric tonnes","2015","3792"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","1979","1000"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","1980","3000"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","1981","2000"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","1982","500"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","1983","500"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","1984","700"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","1985","1800"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","1986","1300"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","1987","400"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","1988","3700"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","1989","2000"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","1990","1700"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","1993","1624"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","1995","19390"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","1996","2508"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","1997","1357"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","1998","507"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","1999","860"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","2000","439"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","2001","472"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","2002","54"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","2003","91"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","2004","958"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","2006","3201"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","2007","532"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","2008","1636"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","2009","2757"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","2010","3368"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","2011","2511"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","2012","1959"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","2013","1391"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","2014","3398"
"Botswana","Millet","Total number","totalnumber","Total","metric tonnes","2015","555"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","1979","1000"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","1980","2000"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","1981","3000"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","1982","500"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","1983","300"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","1984","400"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","1985","400"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","1986","600"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","1987","100"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","1988","2300"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","1989","2500"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","1990","2000"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","1993","530"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","1995","10181"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","1996","3914"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","1997","4467"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","1998","1198"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","1999","1348"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","2000","4102"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","2001","1280"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","2002","1907"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","2003","460"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","2004","1093"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","2006","4918"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","2007","805"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","2008","2305"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","2009","4317"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","2010","3617"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","2011","4700"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","2012","2285"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","2013","3655"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","2014","6826"
"Botswana","Pulses","Total number","totalnumber","Total","metric tonnes","2015","7187"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","1979","900"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","1980","1400"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","1981","1200"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","1982","7000"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","1983","200"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","1984","400"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","1985","500"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","1986","200"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","1987","100"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","1988","200"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","1989","200"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","1990","240"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","1993","113"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","1995","962"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","1996","39"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","1997","444"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","1998","1267"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","1999","2829"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","2000","163"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","2001","150"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","2002","2250"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","2003","960"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","2004","479"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","2006","133"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","2007","2558"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","2008","8140"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","2009","1765"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","2010","3843"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","2011","15837"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","2012","6000"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","2013","2021"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","2014","361"
"Botswana","Sunflower","Total number","totalnumber","Total","metric tonnes","2015","1388"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","1979","200"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","1980","1400"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","1981","2000"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","1982","300"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","1983","800"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","1984","600"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","1985","800"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","1986","200"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","1987","100"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","1988","200"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","1989","500"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","1990","540"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","1993","126"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","1995","951"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","1996","551"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","1997","1040"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","1998","121"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","1999","217"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","2000","545"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","2001","147"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","2002","137"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","2003","15"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","2004","119"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","2006","558"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","2007","76"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","2008","161"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","2009","1538"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","2010","1828"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","2011","833"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","2012","200"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","2013","112"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","2014","553"
"Botswana","Groundnuts","Total number","totalnumber","Total","metric tonnes","2015","151"
"Botswana","Cattle","Total number","totalnumber","Total","Number","1979","2840"
"Botswana","Cattle","Total number","totalnumber","Total","Number","1980","2911"
"Botswana","Cattle","Total number","totalnumber","Total","Number","1981","2967"
"Botswana","Cattle","Total number","totalnumber","Total","Number","1982","2979"
"Botswana","Cattle","Total number","totalnumber","Total","Number","1983","2818"
"Botswana","Cattle","Total number","totalnumber","Total","Number","1984","2685"
"Botswana","Cattle","Total number","totalnumber","Total","Number","1985","2459"
"Botswana","Cattle","Total number","totalnumber","Total","Number","1986","2332"
"Botswana","Cattle","Total number","totalnumber","Total","Number","1987","2264"
"Botswana","Cattle","Total number","totalnumber","Total","Number","1988","2408"
"Botswana","Cattle","Total number","totalnumber","Total","Number","1989","2543"
"Botswana","Cattle","Total number","totalnumber","Total","Number","1990","2696"
"Botswana","Cattle","Total number","totalnumber","Total","Number","1993","1821"
"Botswana","Cattle","Total number","totalnumber","Total","Number","1995","2530"
"Botswana","Cattle","Total number","totalnumber","Total","Number","1996","2249"
"Botswana","Cattle","Total number","totalnumber","Total","Number","1997","2212"
"Botswana","Cattle","Total number","totalnumber","Total","Number","1998","2345"
"Botswana","Cattle","Total number","totalnumber","Total","Number","1999","2581"
"Botswana","Cattle","Total number","totalnumber","Total","Number","2000","2099"
"Botswana","Cattle","Total number","totalnumber","Total","Number","2001","2468"
"Botswana","Cattle","Total number","totalnumber","Total","Number","2002","3060"
"Botswana","Cattle","Total number","totalnumber","Total","Number","2003","2028"
"Botswana","Cattle","Total number","totalnumber","Total","Number","2004","2155"
"Botswana","Cattle","Total number","totalnumber","Total","Number","2006","2071"
"Botswana","Cattle","Total number","totalnumber","Total","Number","2007","1788"
"Botswana","Cattle","Total number","totalnumber","Total","Number","2008","2220"
"Botswana","Cattle","Total number","totalnumber","Total","Number","2009","2413"
"Botswana","Cattle","Total number","totalnumber","Total","Number","2010","2635"
"Botswana","Cattle","Total number","totalnumber","Total","Number","2011","2554"
"Botswana","Cattle","Total number","totalnumber","Total","Number","2012","2247"
"Botswana","Cattle","Total number","totalnumber","Total","Number","2013","2084"
"Botswana","Cattle","Total number","totalnumber","Total","Number","2014","1597"
"Botswana","Cattle","Total number","totalnumber","Total","Number","2015","1744"
"Botswana","Goats","Total number","totalnumber","Total","Number","1979","616"
"Botswana","Goats","Total number","totalnumber","Total","Number","1980","638"
"Botswana","Goats","Total number","totalnumber","Total","Number","1981","621"
"Botswana","Goats","Total number","totalnumber","Total","Number","1982","636"
"Botswana","Goats","Total number","totalnumber","Total","Number","1983","783"
"Botswana","Goats","Total number","totalnumber","Total","Number","1984","889"
"Botswana","Goats","Total number","totalnumber","Total","Number","1985","1138"
"Botswana","Goats","Total number","totalnumber","Total","Number","1986","1332"
"Botswana","Goats","Total number","totalnumber","Total","Number","1987","1470"
"Botswana","Goats","Total number","totalnumber","Total","Number","1988","1691"
"Botswana","Goats","Total number","totalnumber","Total","Number","1989","1897"
"Botswana","Goats","Total number","totalnumber","Total","Number","1990","2092"
"Botswana","Goats","Total number","totalnumber","Total","Number","1993","1838"
"Botswana","Goats","Total number","totalnumber","Total","Number","1995","2624"
"Botswana","Goats","Total number","totalnumber","Total","Number","1996","2205"
"Botswana","Goats","Total number","totalnumber","Total","Number","1997","2615"
"Botswana","Goats","Total number","totalnumber","Total","Number","1998","2199"
"Botswana","Goats","Total number","totalnumber","Total","Number","1999","1916"
"Botswana","Goats","Total number","totalnumber","Total","Number","2000","1576"
"Botswana","Goats","Total number","totalnumber","Total","Number","2001","1887"
"Botswana","Goats","Total number","totalnumber","Total","Number","2002","1683"
"Botswana","Goats","Total number","totalnumber","Total","Number","2003","1355"
"Botswana","Goats","Total number","totalnumber","Total","Number","2004","1550"
"Botswana","Goats","Total number","totalnumber","Total","Number","2006","1630"
"Botswana","Goats","Total number","totalnumber","Total","Number","2007","1640"
"Botswana","Goats","Total number","totalnumber","Total","Number","2008","1879"
"Botswana","Goats","Total number","totalnumber","Total","Number","2009","1867"
"Botswana","Goats","Total number","totalnumber","Total","Number","2010","1938"
"Botswana","Goats","Total number","totalnumber","Total","Number","2011","1770"
"Botswana","Goats","Total number","totalnumber","Total","Number","2012","1650"
"Botswana","Goats","Total number","totalnumber","Total","Number","2013","1533"
"Botswana","Goats","Total number","totalnumber","Total","Number","2014","1606"
"Botswana","Goats","Total number","totalnumber","Total","Number","2015","1205"
"Botswana","Sheep","Total number","totalnumber","Total","Number","1979","152"
"Botswana","Sheep","Total number","totalnumber","Total","Number","1980","149"
"Botswana","Sheep","Total number","totalnumber","Total","Number","1981","140"
"Botswana","Sheep","Total number","totalnumber","Total","Number","1982","140"
"Botswana","Sheep","Total number","totalnumber","Total","Number","1983","165"
"Botswana","Sheep","Total number","totalnumber","Total","Number","1984","167"
"Botswana","Sheep","Total number","totalnumber","Total","Number","1985","200"
"Botswana","Sheep","Total number","totalnumber","Total","Number","1986","229"
"Botswana","Sheep","Total number","totalnumber","Total","Number","1987","240"
"Botswana","Sheep","Total number","totalnumber","Total","Number","1988","259"
"Botswana","Sheep","Total number","totalnumber","Total","Number","1989","286"
"Botswana","Sheep","Total number","totalnumber","Total","Number","1990","317"
"Botswana","Sheep","Total number","totalnumber","Total","Number","1993","250"
"Botswana","Sheep","Total number","totalnumber","Total","Number","1995","337"
"Botswana","Sheep","Total number","totalnumber","Total","Number","1996","349"
"Botswana","Sheep","Total number","totalnumber","Total","Number","1997","409"
"Botswana","Sheep","Total number","totalnumber","Total","Number","1998","393"
"Botswana","Sheep","Total number","totalnumber","Total","Number","1999","369"
